feature_group,original_feature,principal_component,contribution
M-H_H_O_O,M-H_H_O_O_n10_n23_l0,M-H_H_O_O_PC4,-0.058379
M-H_H_O_O,M-H_H_O_O_n10_n23_l1,M-H_H_O_O_PC4,0.021669
M-H_H_O_O,M-H_H_O_O_n10_n23_l2,M-H_H_O_O_PC4,0.121521
M-H_H_O_O,M-H_H_O_O_n10_n23_l3,M-H_H_O_O_PC4,-0.176774
M-H_H_O_O,M-H_H_O_O_n10_n23_l4,M-H_H_O_O_PC4,0.077413
M-H_H_O_O,M-H_H_O_O_n11_n21_l0,M-H_H_O_O_PC4,0.119274
M-H_H_O_O,M-H_H_O_O_n11_n21_l1,M-H_H_O_O_PC4,-0.220205
M-H_H_O_O,M-H_H_O_O_n11_n21_l2,M-H_H_O_O_PC4,-0.110508
M-H_H_O_O,M-H_H_O_O_n11_n21_l3,M-H_H_O_O_PC4,-0.144616
M-H_H_O_O,M-H_H_O_O_n11_n21_l4,M-H_H_O_O_PC4,0.275169
M-H_H_O_O,M-H_H_O_O_n11_n22_l0,M-H_H_O_O_PC4,-0.271499
M-H_H_O_O,M-H_H_O_O_n11_n22_l1,M-H_H_O_O_PC4,0.163555
M-H_H_O_O,M-H_H_O_O_n11_n22_l2,M-H_H_O_O_PC4,-0.230032
M-H_H_O_O,M-H_H_O_O_n11_n22_l3,M-H_H_O_O_PC4,0.097755
M-H_H_O_O,M-H_H_O_O_n11_n22_l4,M-H_H_O_O_PC4,0.157171
M-H_H_O_O,M-H_H_O_O_n11_n23_l0,M-H_H_O_O_PC4,-0.162565
M-H_H_O_O,M-H_H_O_O_n11_n23_l1,M-H_H_O_O_PC4,-0.061720
M-H_H_O_O,M-H_H_O_O_n11_n23_l2,M-H_H_O_O_PC4,-0.218261
M-H_H_O_O,M-H_H_O_O_n11_n23_l3,M-H_H_O_O_PC4,0.327223
M-H_H_O_O,M-H_H_O_O_n11_n23_l4,M-H_H_O_O_PC4,0.113081
M-H_H_O_O,M-H_H_O_O_n12_n22_l0,M-H_H_O_O_PC4,-0.118981
M-H_H_O_O,M-H_H_O_O_n12_n22_l1,M-H_H_O_O_PC4,0.159636
M-H_H_O_O,M-H_H_O_O_n12_n22_l2,M-H_H_O_O_PC4,-0.264974
M-H_H_O_O,M-H_H_O_O_n12_n22_l3,M-H_H_O_O_PC4,0.371758
M-H_H_O_O,M-H_H_O_O_n12_n22_l4,M-H_H_O_O_PC4,-0.128221
M-H_H_O_O,M-H_H_O_O_n12_n23_l0,M-H_H_O_O_PC4,0.017796
M-H_H_O_O,M-H_H_O_O_n12_n23_l1,M-H_H_O_O_PC4,0.027024
M-H_H_O_O,M-H_H_O_O_n12_n23_l2,M-H_H_O_O_PC4,-0.006310
M-H_H_O_O,M-H_H_O_O_n12_n23_l3,M-H_H_O_O_PC4,0.030685
M-H_H_O_O,M-H_H_O_O_n12_n23_l4,M-H_H_O_O_PC4,-0.002282
M-H_H_O_O,M-H_H_O_O_n13_n23_l0,M-H_H_O_O_PC4,0.018752
M-H_H_O_O,M-H_H_O_O_n13_n23_l1,M-H_H_O_O_PC4,-0.057239
M-H_H_O_O,M-H_H_O_O_n13_n23_l2,M-H_H_O_O_PC4,-0.070174
M-H_H_O_O,M-H_H_O_O_n13_n23_l3,M-H_H_O_O_PC4,0.179387
M-H_H_O_O,M-H_H_O_O_n13_n23_l4,M-H_H_O_O_PC4,-0.165807
M-H_H_O_O,M-H_H_O_O_n10_n20_l0,M-H_H_O_O_PC5,-0.171400
M-H_H_O_O,M-H_H_O_O_n10_n20_l1,M-H_H_O_O_PC5,0.155823
M-H_H_O_O,M-H_H_O_O_n10_n20_l2,M-H_H_O_O_PC5,-0.123296
M-H_H_O_O,M-H_H_O_O_n10_n20_l3,M-H_H_O_O_PC5,0.096525
M-H_H_O_O,M-H_H_O_O_n10_n20_l4,M-H_H_O_O_PC5,-0.140879
M-H_H_O_O,M-H_H_O_O_n10_n21_l0,M-H_H_O_O_PC5,0.123813
M-H_H_O_O,M-H_H_O_O_n10_n21_l1,M-H_H_O_O_PC5,-0.096896
M-H_H_O_O,M-H_H_O_O_n10_n21_l2,M-H_H_O_O_PC5,-0.101293
M-H_H_O_O,M-H_H_O_O_n10_n21_l3,M-H_H_O_O_PC5,0.096199
M-H_H_O_O,M-H_H_O_O_n10_n21_l4,M-H_H_O_O_PC5,-0.064652
M-H_H_O_O,M-H_H_O_O_n10_n22_l0,M-H_H_O_O_PC5,-0.024488
M-H_H_O_O,M-H_H_O_O_n10_n22_l1,M-H_H_O_O_PC5,0.030581
M-H_H_O_O,M-H_H_O_O_n10_n22_l2,M-H_H_O_O_PC5,0.113799
M-H_H_O_O,M-H_H_O_O_n10_n22_l3,M-H_H_O_O_PC5,-0.114541
M-H_H_O_O,M-H_H_O_O_n10_n22_l4,M-H_H_O_O_PC5,-0.032991
M-H_H_O_O,M-H_H_O_O_n10_n23_l0,M-H_H_O_O_PC5,-0.068239
M-H_H_O_O,M-H_H_O_O_n10_n23_l1,M-H_H_O_O_PC5,0.107280
M-H_H_O_O,M-H_H_O_O_n10_n23_l2,M-H_H_O_O_PC5,0.070876
M-H_H_O_O,M-H_H_O_O_n10_n23_l3,M-H_H_O_O_PC5,-0.112038
M-H_H_O_O,M-H_H_O_O_n10_n23_l4,M-H_H_O_O_PC5,0.130950
M-H_H_O_O,M-H_H_O_O_n11_n21_l0,M-H_H_O_O_PC5,-0.064169
M-H_H_O_O,M-H_H_O_O_n11_n21_l1,M-H_H_O_O_PC5,0.087217
M-H_H_O_O,M-H_H_O_O_n11_n21_l2,M-H_H_O_O_PC5,0.214457
M-H_H_O_O,M-H_H_O_O_n11_n21_l3,M-H_H_O_O_PC5,-0.361483
M-H_H_O_O,M-H_H_O_O_n11_n21_l4,M-H_H_O_O_PC5,-0.070872
M-H_H_O_O,M-H_H_O_O_n11_n22_l0,M-H_H_O_O_PC5,0.036259
M-H_H_O_O,M-H_H_O_O_n11_n22_l1,M-H_H_O_O_PC5,0.029410
M-H_H_O_O,M-H_H_O_O_n11_n22_l2,M-H_H_O_O_PC5,0.167781
M-H_H_O_O,M-H_H_O_O_n11_n22_l3,M-H_H_O_O_PC5,-0.255852
M-H_H_O_O,M-H_H_O_O_n11_n22_l4,M-H_H_O_O_PC5,0.420832
M-H_H_O_O,M-H_H_O_O_n11_n23_l0,M-H_H_O_O_PC5,-0.133707
M-H_H_O_O,M-H_H_O_O_n11_n23_l1,M-H_H_O_O_PC5,0.136081
M-H_H_O_O,M-H_H_O_O_n11_n23_l2,M-H_H_O_O_PC5,-0.084696
M-H_H_O_O,M-H_H_O_O_n11_n23_l3,M-H_H_O_O_PC5,-0.096724
M-H_H_O_O,M-H_H_O_O_n11_n23_l4,M-H_H_O_O_PC5,-0.055882
M-H_H_O_O,M-H_H_O_O_n12_n22_l0,M-H_H_O_O_PC5,0.167498
M-H_H_O_O,M-H_H_O_O_n12_n22_l1,M-H_H_O_O_PC5,-0.194005
M-H_H_O_O,M-H_H_O_O_n12_n22_l2,M-H_H_O_O_PC5,-0.054196
M-H_H_O_O,M-H_H_O_O_n12_n22_l3,M-H_H_O_O_PC5,-0.034618
M-H_H_O_O,M-H_H_O_O_n12_n22_l4,M-H_H_O_O_PC5,-0.188998
M-H_H_O_O,M-H_H_O_O_n12_n23_l0,M-H_H_O_O_PC5,-0.139493
M-H_H_O_O,M-H_H_O_O_n12_n23_l1,M-H_H_O_O_PC5,0.187659
M-H_H_O_O,M-H_H_O_O_n12_n23_l2,M-H_H_O_O_PC5,-0.157253
M-H_H_O_O,M-H_H_O_O_n12_n23_l3,M-H_H_O_O_PC5,0.040332
M-H_H_O_O,M-H_H_O_O_n12_n23_l4,M-H_H_O_O_PC5,0.037276
M-H_H_O_O,M-H_H_O_O_n13_n23_l0,M-H_H_O_O_PC5,-0.016822
M-H_H_O_O,M-H_H_O_O_n13_n23_l1,M-H_H_O_O_PC5,0.083709
M-H_H_O_O,M-H_H_O_O_n13_n23_l2,M-H_H_O_O_PC5,-0.203597
M-H_H_O_O,M-H_H_O_O_n13_n23_l3,M-H_H_O_O_PC5,0.053674
M-H_H_O_O,M-H_H_O_O_n13_n23_l4,M-H_H_O_O_PC5,-0.109744
M-H_H_O_M,M-H_H_O_M_n10_n20_l0,M-H_H_O_M_PC1,0.168744
M-H_H_O_M,M-H_H_O_M_n10_n20_l1,M-H_H_O_M_PC1,-0.168748
M-H_H_O_M,M-H_H_O_M_n10_n20_l2,M-H_H_O_M_PC1,0.144805
M-H_H_O_M,M-H_H_O_M_n10_n20_l3,M-H_H_O_M_PC1,0.148828
M-H_H_O_M,M-H_H_O_M_n10_n20_l4,M-H_H_O_M_PC1,-0.168668
M-H_H_O_M,M-H_H_O_M_n10_n21_l0,M-H_H_O_M_PC1,0.168670
M-H_H_O_M,M-H_H_O_M_n10_n21_l1,M-H_H_O_M_PC1,-0.145710
M-H_H_O_M,M-H_H_O_M_n10_n21_l2,M-H_H_O_M_PC1,-0.147110
M-H_H_O_M,M-H_H_O_M_n10_n21_l3,M-H_H_O_M_PC1,0.164453
M-H_H_O_M,M-H_H_O_M_n10_n21_l4,M-H_H_O_M_PC1,-0.165442
M-H_H_O_M,M-H_H_O_M_n10_n22_l0,M-H_H_O_M_PC1,0.035325
M-H_H_O_M,M-H_H_O_M_n10_n22_l1,M-H_H_O_M_PC1,0.135461
M-H_H_O_M,M-H_H_O_M_n10_n22_l2,M-H_H_O_M_PC1,-0.169245
M-H_H_O_M,M-H_H_O_M_n10_n22_l3,M-H_H_O_M_PC1,0.169275
M-H_H_O_M,M-H_H_O_M_n10_n22_l4,M-H_H_O_M_PC1,-0.109608
M-H_H_O_M,M-H_H_O_M_n10_n23_l0,M-H_H_O_M_PC1,-0.152059
M-H_H_O_M,M-H_H_O_M_n10_n23_l1,M-H_H_O_M_PC1,0.153649
M-H_H_O_M,M-H_H_O_M_n10_n23_l2,M-H_H_O_M_PC1,-0.158762
M-H_H_O_M,M-H_H_O_M_n10_n23_l3,M-H_H_O_M_PC1,0.047845
M-H_H_O_M,M-H_H_O_M_n10_n23_l4,M-H_H_O_M_PC1,0.130024
M-H_H_O_M,M-H_H_O_M_n11_n20_l0,M-H_H_O_M_PC1,-0.141450
M-H_H_O_M,M-H_H_O_M_n11_n20_l1,M-H_H_O_M_PC1,0.150290
M-H_H_O_M,M-H_H_O_M_n11_n20_l2,M-H_H_O_M_PC1,-0.025657
M-H_H_O_M,M-H_H_O_M_n11_n20_l3,M-H_H_O_M_PC1,-0.123995
M-H_H_O_M,M-H_H_O_M_n11_n20_l4,M-H_H_O_M_PC1,0.120340
M-H_H_O_M,M-H_H_O_M_n11_n21_l0,M-H_H_O_M_PC1,-0.130432
M-H_H_O_M,M-H_H_O_M_n11_n21_l1,M-H_H_O_M_PC1,0.062058
M-H_H_O_M,M-H_H_O_M_n11_n21_l2,M-H_H_O_M_PC1,0.028145
M-H_H_O_M,M-H_H_O_M_n11_n21_l3,M-H_H_O_M_PC1,-0.166254
M-H_H_O_M,M-H_H_O_M_n11_n21_l4,M-H_H_O_M_PC1,0.167759
M-H_H_O_M,M-H_H_O_M_n11_n22_l0,M-H_H_O_M_PC1,-0.071677
M-H_H_O_M,M-H_H_O_M_n11_n22_l1,M-H_H_O_M_PC1,-0.147133
M-H_H_O_M,M-H_H_O_M_n11_n22_l2,M-H_H_O_M_PC1,0.020095
M-H_H_O_M,M-H_H_O_M_n11_n22_l3,M-H_H_O_M_PC1,-0.032444
M-H_H_O_M,M-H_H_O_M_n11_n22_l4,M-H_H_O_M_PC1,-0.059007
M-H_H_O_M,M-H_H_O_M_n11_n23_l0,M-H_H_O_M_PC1,0.087039
M-H_H_O_M,M-H_H_O_M_n11_n23_l1,M-H_H_O_M_PC1,0.072907
M-H_H_O_M,M-H_H_O_M_n11_n23_l2,M-H_H_O_M_PC1,-0.071226
M-H_H_O_M,M-H_H_O_M_n11_n23_l3,M-H_H_O_M_PC1,0.079190
M-H_H_O_M,M-H_H_O_M_n11_n23_l4,M-H_H_O_M_PC1,-0.079616
M-H_H_O_M,M-H_H_O_M_n12_n20_l0,M-H_H_O_M_PC1,0.105135
M-H_H_O_M,M-H_H_O_M_n12_n20_l1,M-H_H_O_M_PC1,-0.109601
M-H_H_O_M,M-H_H_O_M_n12_n20_l2,M-H_H_O_M_PC1,0.062182
M-H_H_O_M,M-H_H_O_M_n12_n20_l3,M-H_H_O_M_PC1,0.013165
M-H_H_O_M,M-H_H_O_M_n12_n20_l4,M-H_H_O_M_PC1,-0.126137
M-H_H_O_M,M-H_H_O_M_n12_n21_l0,M-H_H_O_M_PC1,0.133622
M-H_H_O_M,M-H_H_O_M_n12_n21_l1,M-H_H_O_M_PC1,0.010140
M-H_H_O_M,M-H_H_O_M_n12_n21_l2,M-H_H_O_M_PC1,-0.114264
M-H_H_O_M,M-H_H_O_M_n12_n21_l3,M-H_H_O_M_PC1,0.148423
M-H_H_O_M,M-H_H_O_M_n12_n21_l4,M-H_H_O_M_PC1,-0.148757
M-H_H_O_M,M-H_H_O_M_n12_n22_l0,M-H_H_O_M_PC1,0.087407
M-H_H_O_M,M-H_H_O_M_n12_n22_l1,M-H_H_O_M_PC1,0.095004
M-H_H_O_M,M-H_H_O_M_n12_n22_l2,M-H_H_O_M_PC1,0.129492
M-H_H_O_M,M-H_H_O_M_n12_n22_l3,M-H_H_O_M_PC1,-0.130392
M-H_H_O_M,M-H_H_O_M_n12_n22_l4,M-H_H_O_M_PC1,0.056761
M-H_H_O_M,M-H_H_O_M_n12_n23_l0,M-H_H_O_M_PC1,0.096065
M-H_H_O_M,M-H_H_O_M_n12_n23_l1,M-H_H_O_M_PC1,0.150648
M-H_H_O_M,M-H_H_O_M_n12_n23_l2,M-H_H_O_M_PC1,-0.150858
M-H_H_O_M,M-H_H_O_M_n12_n23_l3,M-H_H_O_M_PC1,0.098326
M-H_H_O_M,M-H_H_O_M_n12_n23_l4,M-H_H_O_M_PC1,0.088615
M-H_H_O_M,M-H_H_O_M_n13_n20_l0,M-H_H_O_M_PC1,-0.022352
M-H_H_O_M,M-H_H_O_M_n13_n20_l1,M-H_H_O_M_PC1,0.021003
M-H_H_O_M,M-H_H_O_M_n13_n20_l2,M-H_H_O_M_PC1,-0.032959
M-H_H_O_M,M-H_H_O_M_n13_n20_l3,M-H_H_O_M_PC1,0.040576
M-H_H_O_M,M-H_H_O_M_n13_n20_l4,M-H_H_O_M_PC1,0.074844
M-H_H_O_M,M-H_H_O_M_n13_n21_l0,M-H_H_O_M_PC1,-0.072077
M-H_H_O_M,M-H_H_O_M_n13_n21_l1,M-H_H_O_M_PC1,-0.007864
M-H_H_O_M,M-H_H_O_M_n13_n21_l2,M-H_H_O_M_PC1,0.117412
M-H_H_O_M,M-H_H_O_M_n13_n21_l3,M-H_H_O_M_PC1,0.060727
M-H_H_O_M,M-H_H_O_M_n13_n21_l4,M-H_H_O_M_PC1,-0.058091
M-H_H_O_M,M-H_H_O_M_n13_n22_l0,M-H_H_O_M_PC1,-0.013457
M-H_H_O_M,M-H_H_O_M_n13_n22_l1,M-H_H_O_M_PC1,0.107991
M-H_H_O_M,M-H_H_O_M_n13_n22_l2,M-H_H_O_M_PC1,0.016077
M-H_H_O_M,M-H_H_O_M_n13_n22_l3,M-H_H_O_M_PC1,-0.015152
M-H_H_O_M,M-H_H_O_M_n13_n22_l4,M-H_H_O_M_PC1,-0.014581
M-H_H_O_M,M-H_H_O_M_n13_n23_l0,M-H_H_O_M_PC1,0.049428
M-H_H_O_M,M-H_H_O_M_n13_n23_l1,M-H_H_O_M_PC1,0.135349
M-H_H_O_M,M-H_H_O_M_n13_n23_l2,M-H_H_O_M_PC1,-0.133294
M-H_H_O_M,M-H_H_O_M_n13_n23_l3,M-H_H_O_M_PC1,0.034017
M-H_H_O_M,M-H_H_O_M_n13_n23_l4,M-H_H_O_M_PC1,0.145597
M-H_H_O_M,M-H_H_O_M_n10_n20_l0,M-H_H_O_M_PC2,0.010915
M-H_H_O_M,M-H_H_O_M_n10_n20_l1,M-H_H_O_M_PC2,-0.010662
M-H_H_O_M,M-H_H_O_M_n10_n20_l2,M-H_H_O_M_PC2,0.070558
M-H_H_O_M,M-H_H_O_M_n10_n20_l3,M-H_H_O_M_PC2,-0.041959
M-H_H_O_M,M-H_H_O_M_n10_n20_l4,M-H_H_O_M_PC2,-0.010836
M-H_H_O_M,M-H_H_O_M_n10_n21_l0,M-H_H_O_M_PC2,0.010503
M-H_H_O_M,M-H_H_O_M_n10_n21_l1,M-H_H_O_M_PC2,-0.070900
M-H_H_O_M,M-H_H_O_M_n10_n21_l2,M-H_H_O_M_PC2,0.044642
M-H_H_O_M,M-H_H_O_M_n10_n21_l3,M-H_H_O_M_PC2,0.005417
M-H_H_O_M,M-H_H_O_M_n10_n21_l4,M-H_H_O_M_PC2,-0.008702
M-H_H_O_M,M-H_H_O_M_n10_n22_l0,M-H_H_O_M_PC2,-0.002825
M-H_H_O_M,M-H_H_O_M_n10_n22_l1,M-H_H_O_M_PC2,0.014559
M-H_H_O_M,M-H_H_O_M_n10_n22_l2,M-H_H_O_M_PC2,-0.006108
M-H_H_O_M,M-H_H_O_M_n10_n22_l3,M-H_H_O_M_PC2,0.008055
M-H_H_O_M,M-H_H_O_M_n10_n22_l4,M-H_H_O_M_PC2,-0.024570
M-H_H_O_M,M-H_H_O_M_n10_n23_l0,M-H_H_O_M_PC2,0.000477
M-H_H_O_M,M-H_H_O_M_n10_n23_l1,M-H_H_O_M_PC2,0.088631
M-H_H_O_M,M-H_H_O_M_n10_n23_l2,M-H_H_O_M_PC2,-0.072799
M-H_H_O_M,M-H_H_O_M_n10_n23_l3,M-H_H_O_M_PC2,0.191644
M-H_H_O_M,M-H_H_O_M_n10_n23_l4,M-H_H_O_M_PC2,-0.111931
M-H_H_O_M,M-H_H_O_M_n11_n20_l0,M-H_H_O_M_PC2,-0.117092
M-H_H_O_M,M-H_H_O_M_n11_n20_l1,M-H_H_O_M_PC2,0.097355
M-H_H_O_M,M-H_H_O_M_n11_n20_l2,M-H_H_O_M_PC2,-0.208125
M-H_H_O_M,M-H_H_O_M_n11_n20_l3,M-H_H_O_M_PC2,0.133433
M-H_H_O_M,M-H_H_O_M_n11_n20_l4,M-H_H_O_M_PC2,-0.132262
M-H_H_O_M,M-H_H_O_M_n11_n21_l0,M-H_H_O_M_PC2,0.118696
M-H_H_O_M,M-H_H_O_M_n11_n21_l1,M-H_H_O_M_PC2,-0.168437
M-H_H_O_M,M-H_H_O_M_n11_n21_l2,M-H_H_O_M_PC2,0.168844
M-H_H_O_M,M-H_H_O_M_n11_n21_l3,M-H_H_O_M_PC2,-0.017079
M-H_H_O_M,M-H_H_O_M_n11_n21_l4,M-H_H_O_M_PC2,0.016266
M-H_H_O_M,M-H_H_O_M_n11_n22_l0,M-H_H_O_M_PC2,-0.044114
M-H_H_O_M,M-H_H_O_M_n11_n22_l1,M-H_H_O_M_PC2,0.008093
M-H_H_O_M,M-H_H_O_M_n11_n22_l2,M-H_H_O_M_PC2,0.082292
M-H_H_O_M,M-H_H_O_M_n11_n22_l3,M-H_H_O_M_PC2,-0.077158
M-H_H_O_M,M-H_H_O_M_n11_n22_l4,M-H_H_O_M_PC2,0.080978
M-H_H_O_M,M-H_H_O_M_n11_n23_l0,M-H_H_O_M_PC2,-0.055718
M-H_H_O_M,M-H_H_O_M_n11_n23_l1,M-H_H_O_M_PC2,-0.181584
M-H_H_O_M,M-H_H_O_M_n11_n23_l2,M-H_H_O_M_PC2,0.180857
M-H_H_O_M,M-H_H_O_M_n11_n23_l3,M-H_H_O_M_PC2,-0.178152
M-H_H_O_M,M-H_H_O_M_n11_n23_l4,M-H_H_O_M_PC2,0.158656
M-H_H_O_M,M-H_H_O_M_n12_n20_l0,M-H_H_O_M_PC2,-0.151415
M-H_H_O_M,M-H_H_O_M_n12_n20_l1,M-H_H_O_M_PC2,0.146833
M-H_H_O_M,M-H_H_O_M_n12_n20_l2,M-H_H_O_M_PC2,-0.174956
M-H_H_O_M,M-H_H_O_M_n12_n20_l3,M-H_H_O_M_PC2,0.172534
M-H_H_O_M,M-H_H_O_M_n12_n20_l4,M-H_H_O_M_PC2,0.022318
M-H_H_O_M,M-H_H_O_M_n12_n21_l0,M-H_H_O_M_PC2,-0.018643
M-H_H_O_M,M-H_H_O_M_n12_n21_l1,M-H_H_O_M_PC2,0.027593
M-H_H_O_M,M-H_H_O_M_n12_n21_l2,M-H_H_O_M_PC2,-0.020819
M-H_H_O_M,M-H_H_O_M_n12_n21_l3,M-H_H_O_M_PC2,0.047654
M-H_H_O_M,M-H_H_O_M_n12_n21_l4,M-H_H_O_M_PC2,-0.047931
M-H_H_O_M,M-H_H_O_M_n12_n22_l0,M-H_H_O_M_PC2,0.092777
M-H_H_O_M,M-H_H_O_M_n12_n22_l1,M-H_H_O_M_PC2,-0.057126
M-H_H_O_M,M-H_H_O_M_n12_n22_l2,M-H_H_O_M_PC2,0.092084
M-H_H_O_M,M-H_H_O_M_n12_n22_l3,M-H_H_O_M_PC2,-0.091969
M-H_H_O_M,M-H_H_O_M_n12_n22_l4,M-H_H_O_M_PC2,0.129928
M-H_H_O_M,M-H_H_O_M_n12_n23_l0,M-H_H_O_M_PC2,-0.091014
M-H_H_O_M,M-H_H_O_M_n12_n23_l1,M-H_H_O_M_PC2,0.026725
M-H_H_O_M,M-H_H_O_M_n12_n23_l2,M-H_H_O_M_PC2,-0.027252
M-H_H_O_M,M-H_H_O_M_n12_n23_l3,M-H_H_O_M_PC2,0.064473
M-H_H_O_M,M-H_H_O_M_n12_n23_l4,M-H_H_O_M_PC2,-0.040878
M-H_H_O_M,M-H_H_O_M_n13_n20_l0,M-H_H_O_M_PC2,0.130034
M-H_H_O_M,M-H_H_O_M_n13_n20_l1,M-H_H_O_M_PC2,-0.129614
M-H_H_O_M,M-H_H_O_M_n13_n20_l2,M-H_H_O_M_PC2,0.129905
M-H_H_O_M,M-H_H_O_M_n13_n20_l3,M-H_H_O_M_PC2,-0.076170
M-H_H_O_M,M-H_H_O_M_n13_n20_l4,M-H_H_O_M_PC2,0.183220
M-H_H_O_M,M-H_H_O_M_n13_n21_l0,M-H_H_O_M_PC2,-0.185229
M-H_H_O_M,M-H_H_O_M_n13_n21_l1,M-H_H_O_M_PC2,0.205000
M-H_H_O_M,M-H_H_O_M_n13_n21_l2,M-H_H_O_M_PC2,-0.138075
M-H_H_O_M,M-H_H_O_M_n13_n21_l3,M-H_H_O_M_PC2,0.193229
M-H_H_O_M,M-H_H_O_M_n13_n21_l4,M-H_H_O_M_PC2,-0.195386
M-H_H_O_M,M-H_H_O_M_n13_n22_l0,M-H_H_O_M_PC2,0.213443
M-H_H_O_M,M-H_H_O_M_n13_n22_l1,M-H_H_O_M_PC2,-0.156855
M-H_H_O_M,M-H_H_O_M_n13_n22_l2,M-H_H_O_M_PC2,0.138131
M-H_H_O_M,M-H_H_O_M_n13_n22_l3,M-H_H_O_M_PC2,-0.139484
M-H_H_O_M,M-H_H_O_M_n13_n22_l4,M-H_H_O_M_PC2,0.147228
M-H_H_O_M,M-H_H_O_M_n13_n23_l0,M-H_H_O_M_PC2,-0.097806
M-H_H_O_M,M-H_H_O_M_n13_n23_l1,M-H_H_O_M_PC2,0.078565
M-H_H_O_M,M-H_H_O_M_n13_n23_l2,M-H_H_O_M_PC2,-0.080714
M-H_H_O_M,M-H_H_O_M_n13_n23_l3,M-H_H_O_M_PC2,0.119988
M-H_H_O_M,M-H_H_O_M_n13_n23_l4,M-H_H_O_M_PC2,-0.037405
M-H_H_O_M,M-H_H_O_M_n10_n20_l0,M-H_H_O_M_PC3,0.011956
M-H_H_O_M,M-H_H_O_M_n10_n20_l1,M-H_H_O_M_PC3,-0.011520
M-H_H_O_M,M-H_H_O_M_n10_n20_l2,M-H_H_O_M_PC3,-0.093834
M-H_H_O_M,M-H_H_O_M_n10_n20_l3,M-H_H_O_M_PC3,0.094778
M-H_H_O_M,M-H_H_O_M_n10_n20_l4,M-H_H_O_M_PC3,-0.013351
M-H_H_O_M,M-H_H_O_M_n10_n21_l0,M-H_H_O_M_PC3,0.012758
M-H_H_O_M,M-H_H_O_M_n10_n21_l1,M-H_H_O_M_PC3,0.087301
M-H_H_O_M,M-H_H_O_M_n10_n21_l2,M-H_H_O_M_PC3,-0.093868
M-H_H_O_M,M-H_H_O_M_n10_n21_l3,M-H_H_O_M_PC3,-0.060396
M-H_H_O_M,M-H_H_O_M_n10_n21_l4,M-H_H_O_M_PC3,0.046474
M-H_H_O_M,M-H_H_O_M_n10_n22_l0,M-H_H_O_M_PC3,-0.300284
M-H_H_O_M,M-H_H_O_M_n10_n22_l1,M-H_H_O_M_PC3,0.166782
M-H_H_O_M,M-H_H_O_M_n10_n22_l2,M-H_H_O_M_PC3,0.015013
M-H_H_O_M,M-H_H_O_M_n10_n22_l3,M-H_H_O_M_PC3,-0.010629
M-H_H_O_M,M-H_H_O_M_n10_n22_l4,M-H_H_O_M_PC3,0.228899
M-H_H_O_M,M-H_H_O_M_n10_n23_l0,M-H_H_O_M_PC3,-0.130090
M-H_H_O_M,M-H_H_O_M_n10_n23_l1,M-H_H_O_M_PC3,-0.002182
M-H_H_O_M,M-H_H_O_M_n10_n23_l2,M-H_H_O_M_PC3,-0.003965
M-H_H_O_M,M-H_H_O_M_n10_n23_l3,M-H_H_O_M_PC3,-0.089652
M-H_H_O_M,M-H_H_O_M_n10_n23_l4,M-H_H_O_M_PC3,0.084148
M-H_H_O_M,M-H_H_O_M_n11_n20_l0,M-H_H_O_M_PC3,-0.013622
M-H_H_O_M,M-H_H_O_M_n11_n20_l1,M-H_H_O_M_PC3,0.016646
M-H_H_O_M,M-H_H_O_M_n11_n20_l2,M-H_H_O_M_PC3,0.044384
M-H_H_O_M,M-H_H_O_M_n11_n20_l3,M-H_H_O_M_PC3,-0.055060
M-H_H_O_M,M-H_H_O_M_n11_n20_l4,M-H_H_O_M_PC3,-0.105583
M-H_H_O_M,M-H_H_O_M_n11_n21_l0,M-H_H_O_M_PC3,0.091734
M-H_H_O_M,M-H_H_O_M_n11_n21_l1,M-H_H_O_M_PC3,-0.167937
M-H_H_O_M,M-H_H_O_M_n11_n21_l2,M-H_H_O_M_PC3,0.183158
M-H_H_O_M,M-H_H_O_M_n11_n21_l3,M-H_H_O_M_PC3,0.066279
M-H_H_O_M,M-H_H_O_M_n11_n21_l4,M-H_H_O_M_PC3,-0.047746
M-H_H_O_M,M-H_H_O_M_n11_n22_l0,M-H_H_O_M_PC3,0.297749
M-H_H_O_M,M-H_H_O_M_n11_n22_l1,M-H_H_O_M_PC3,-0.161232
M-H_H_O_M,M-H_H_O_M_n11_n22_l2,M-H_H_O_M_PC3,-0.164319
M-H_H_O_M,M-H_H_O_M_n11_n22_l3,M-H_H_O_M_PC3,0.144035
M-H_H_O_M,M-H_H_O_M_n11_n22_l4,M-H_H_O_M_PC3,-0.226516
M-H_H_O_M,M-H_H_O_M_n11_n23_l0,M-H_H_O_M_PC3,0.191219
M-H_H_O_M,M-H_H_O_M_n11_n23_l1,M-H_H_O_M_PC3,0.035360
M-H_H_O_M,M-H_H_O_M_n11_n23_l2,M-H_H_O_M_PC3,-0.031579
M-H_H_O_M,M-H_H_O_M_n11_n23_l3,M-H_H_O_M_PC3,0.063780
M-H_H_O_M,M-H_H_O_M_n11_n23_l4,M-H_H_O_M_PC3,-0.084182
M-H_H_O_M,M-H_H_O_M_n12_n20_l0,M-H_H_O_M_PC3,-0.060471
M-H_H_O_M,M-H_H_O_M_n12_n20_l1,M-H_H_O_M_PC3,0.056716
M-H_H_O_M,M-H_H_O_M_n12_n20_l2,M-H_H_O_M_PC3,-0.102274
